congress,chamber,bioguide,last_name,state,district,party,votes,agree_pct,predicted_agree,net_trump_vote
116,house,F000461,Flores,TX,17,R,60,0.95,0.85455981,17.5
0,house,F000462,Frankel,FL,21,Democrat,143,0.146853146853147,0.23302634,-19.5
115,house,F000462,Frankel,FL,21,D,87,0.206896551724138,0.34399633,-19.5
116,house,F000462,Frankel,FL,21,D,56,0.0535714285714286,0.06062653,-19.5
0,house,F000464,Faso,NY,19,Republican,96,0.895833333333333,0.81333017,6.8
115,house,F000464,Faso,NY,19,R,96,0.895833333333333,0.81333017,6.8
0,house,F000465,Ferguson,GA,3,Republican,159,0.962264150943396,0.94891784,31.5
115,house,F000465,Ferguson,GA,3,R,96,0.96875,0.94770169,31.5
116,house,F000465,Ferguson,GA,3,R,63,0.952380952380952,0.95077101,31.5
0,house,F000466,Fitzpatrick,PA,1,Republican,157,0.662420382165605,0.50017709,-2
115,house,F000466,Fitzpatrick,PA,8,R,96,0.84375,0.69809505,0.2
116,house,F000466,Fitzpatrick,PA,1,R,61,0.377049180327869,0.18869966,-2
0,house,F000467,Finkenauer,IA,1,Democrat,63,0.0634920634920635,0.35958722,3.5
116,house,F000467,Finkenauer,IA,1,D,63,0.0634920634920635,0.35958722,3.5
0,house,F000468,Fletcher,TX,7,Democrat,63,0.0793650793650794,0.20221651,-1.4
116,house,F000468,Fletcher,TX,7,D,63,0.0793650793650794,0.20221651,-1.4
0,house,F000469,Fulcher,ID,1,Republican,63,0.968253968253968,0.96253742,38.3
116,house,F000469,Fulcher,ID,1,R,63,0.968253968253968,0.96253742,38.3
0,house,G000289,Goodlatte,VA,6,Republican,96,0.958333333333333,0.93895541,24.8
115,house,G000289,Goodlatte,VA,6,R,96,0.958333333333333,0.93895541,24.8
0,house,G000377,Granger,TX,12,Republican,146,0.972602739726027,0.94362527,30.2
115,house,G000377,Granger,TX,12,R,89,0.97752808988764,0.94333644,30.2
116,house,G000377,Granger,TX,12,R,57,0.964912280701754,0.94407624,30.2
0,house,G000410,Green,TX,29,Democrat,90,0.288888888888889,0.19687739,-45.7
115,house,G000410,Green,TX,29,D,90,0.288888888888889,0.19687739,-45.7
0,house,G000535,Gutiérrez,IL,4,Democrat,87,0.114942528735632,0.15013277,-68.9
115,house,G000535,Gutiérrez,IL,4,D,87,0.114942528735632,0.15013277,-68.9
0,house,G000546,Graves,MO,6,Republican,150,0.953333333333333,0.95381618,31.4
115,house,G000546,Graves,MO,6,R,89,0.97752808988764,0.9560052,31.4
116,house,G000546,Graves,MO,6,R,61,0.918032786885246,0.95062237,31.4
0,house,G000551,Grijalva,AZ,3,Democrat,159,0.0754716981132075,0.16469498,-29.9
115,house,G000551,Grijalva,AZ,3,D,96,0.104166666666667,0.24518122,-29.9
116,house,G000551,Grijalva,AZ,3,D,63,0.0317460317460317,0.04204929,-29.9
0,house,G000552,Gohmert,TX,1,Republican,152,0.855263157894737,0.95647834,46.9
115,house,G000552,Gohmert,TX,1,R,92,0.804347826086957,0.94841722,46.9
116,house,G000552,Gohmert,TX,1,R,60,0.933333333333333,0.96883873,46.9
0,house,G000553,Green,TX,9,Democrat,159,0.119496855345912,0.10798153,-61.3
115,house,G000553,Green,TX,9,D,96,0.177083333333333,0.15970404,-61.3
116,house,G000553,Green,TX,9,D,63,0.0317460317460317,0.02916627,-61.3
0,house,G000558,Guthrie,KY,2,Republican,159,0.981132075471698,0.95613016,39.9
115,house,G000558,Guthrie,KY,2,R,96,0.989583333333333,0.95071155,39.9
116,house,G000558,Guthrie,KY,2,R,63,0.968253968253968,0.96438709,39.9
0,house,G000559,Garamendi,CA,3,Democrat,157,0.191082802547771,0.29004494,-12.6
115,house,G000559,Garamendi,CA,3,D,95,0.284210526315789,0.43090728,-12.6
116,house,G000559,Garamendi,CA,3,D,62,0.0483870967741935,0.07420748,-12.6
0,house,G000560,Graves,GA,14,Republican,158,0.981012658227848,0.95878338,52.9
115,house,G000560,Graves,GA,14,R,95,0.978947368421053,0.94885113,52.9
116,house,G000560,Graves,GA,14,R,63,0.984126984126984,0.97376057,52.9
0,house,G000563,Gibbs,OH,7,Republican,155,0.967741935483871,0.94954586,29.7
115,house,G000563,Gibbs,OH,7,R,96,0.96875,0.9461453,29.7
116,house,G000563,Gibbs,OH,7,R,59,0.966101694915254,0.95507895,29.7
0,house,G000565,Gosar,AZ,4,Republican,150,0.853333333333333,0.95388838,40.2
115,house,G000565,Gosar,AZ,4,R,90,0.777777777777778,0.94760983,40.2
116,house,G000565,Gosar,AZ,4,R,60,0.966666666666667,0.96330621,40.2
0,house,G000566,Gowdy,SC,4,Republican,96,0.979166666666667,0.94068215,25.7
115,house,G000566,Gowdy,SC,4,R,96,0.979166666666667,0.94068215,25.7
0,house,G000568,Griffith,VA,9,Republican,155,0.903225806451613,0.95574212,41.5
115,house,G000568,Griffith,VA,9,R,93,0.89247311827957,0.94925981,41.5
116,house,G000568,Griffith,VA,9,R,62,0.919354838709677,0.9654656,41.5
0,house,G000571,Gabbard,HI,2,Democrat,130,0.192307692307692,0.17328349,-31.8
115,house,G000571,Gabbard,HI,2,D,91,0.252747252747253,0.22741073,-31.8
116,house,G000571,Gabbard,HI,2,D,39,0.0512820512820513,0.04698658,-31.8
0,house,G000574,Gallego,AZ,7,Democrat,156,0.121794871794872,0.12378452,-49.2
115,house,G000574,Gallego,AZ,7,D,94,0.170212765957447,0.18346223,-49.2
116,house,G000574,Gallego,AZ,7,D,62,0.0483870967741935,0.03330542,-49.2
0,house,G000576,Grothman,WI,6,Republican,157,0.949044585987261,0.88270412,16.9
115,house,G000576,Grothman,WI,6,R,96,0.9375,0.91080976,16.9
116,house,G000576,Grothman,WI,6,R,61,0.967213114754098,0.8384723,16.9
0,house,G000577,Graves,LA,6,Republican,158,0.905063291139241,0.95188897,33.8
115,house,G000577,Graves,LA,6,R,96,0.885416666666667,0.94910788,33.8
116,house,G000577,Graves,LA,6,R,62,0.935483870967742,0.95619518,33.8
0,house,G000578,Gaetz,FL,1,Republican,156,0.83974358974359,0.95878416,39.3
115,house,G000578,Gaetz,FL,1,R,95,0.810526315789474,0.95013337,39.3
116,house,G000578,Gaetz,FL,1,R,61,0.885245901639344,0.9722567,39.3
0,house,G000579,Gallagher,WI,8,Republican,158,0.89873417721519,0.89011442,17.6
115,house,G000579,Gallagher,WI,8,R,96,0.9375,0.91454741,17.6
116,house,G000579,Gallagher,WI,8,R,62,0.838709677419355,0.85228269,17.6
0,house,G000580,Garrett,VA,5,Republican,90,0.8,0.86515363,11.1
115,house,G000580,Garrett,VA,5,R,90,0.8,0.86515363,11.1
0,house,G000581,Gonzalez,TX,15,Democrat,157,0.24203821656051,0.24493892,-16.7
115,house,G000581,Gonzalez,TX,15,D,95,0.347368421052632,0.36515802,-16.7
116,house,G000581,Gonzalez,TX,15,D,62,0.0806451612903226,0.06073224,-16.7
0,house,G000583,Gottheimer,NJ,5,Democrat,159,0.358490566037736,0.54035158,1.1
115,house,G000583,Gottheimer,NJ,5,D,96,0.552083333333333,0.71590437,1.1
116,house,G000583,Gottheimer,NJ,5,D,63,0.0634920634920635,0.27284257,1.1
0,house,G000584,Gianforte,MT,0,Republican,125,0.944,0.89777004,20.42273211
115,house,G000584,Gianforte,MT,0,R,62,0.935483870967742,0.90475126,20.42273211
116,house,G000584,Gianforte,MT,0,R,63,0.952380952380952,0.89089962,20.42273211
0,house,G000585,Gomez,CA,34,Democrat,120,0.1,0.09316497,-72.9
115,house,G000585,Gomez,CA,34,D,57,0.175438596491228,0.16689769,-72.9
116,house,G000585,Gomez,CA,34,D,63,0.0317460317460317,0.02645442,-72.9
0,house,G000586,García,IL,4,Democrat,63,0.0158730158730159,0.02731124,-68.9
116,house,G000586,García,IL,4,D,63,0.0158730158730159,0.02731124,-68.9
0,house,G000587,Garcia,TX,29,Democrat,63,0.0634920634920635,0.03407932,-45.7
116,house,G000587,Garcia,TX,29,D,63,0.0634920634920635,0.03407932,-45.7
0,house,G000588,Gonzalez,OH,16,Republican,62,0.935483870967742,0.83195238,16.6
116,house,G000588,Gonzalez,OH,16,R,62,0.935483870967742,0.83195238,16.6
0,house,G000589,Gooden,TX,5,Republican,62,0.967741935483871,0.94088982,28.4
116,house,G000589,Gooden,TX,5,R,62,0.967741935483871,0.94088982,28.4
0,house,G000590,Green,TN,7,Republican,62,0.951612903225806,0.9631369,39.3
116,house,G000590,Green,TN,7,R,62,0.951612903225806,0.9631369,39.3
0,house,G000591,Guest,MS,3,Republican,63,0.968253968253968,0.92411718,24.5
116,house,G000591,Guest,MS,3,R,63,0.968253968253968,0.92411718,24.5
0,house,G000592,Golden,ME,2,Democrat,63,0.111111111111111,0.64751142,10.3
116,house,G000592,Golden,ME,2,D,63,0.111111111111111,0.64751142,10.3
0,house,H000324,Hastings,FL,20,Democrat,149,0.0939597315436242,0.10770297,-62.1
115,house,H000324,Hastings,FL,20,D,90,0.122222222222222,0.15804055,-62.1
116,house,H000324,Hastings,FL,20,D,59,0.0508474576271186,0.03091685,-62.1
0,house,H000874,Hoyer,MD,5,Democrat,158,0.132911392405063,0.15660217,-32
115,house,H000874,Hoyer,MD,5,D,95,0.189473684210526,0.23352122,-32
116,house,H000874,Hoyer,MD,5,D,63,0.0476190476190476,0.04061314,-32
0,house,H001036,Hensarling,TX,5,Republican,96,0.947916666666667,0.94471163,28.4
115,house,H001036,Hensarling,TX,5,R,96,0.947916666666667,0.94471163,28.4
0,house,H001038,Higgins,NY,26,Democrat,157,0.146496815286624,0.21926213,-19.6
115,house,H001038,Higgins,NY,26,D,94,0.223404255319149,0.3302011,-19.6
116,house,H001038,Higgins,NY,26,D,63,0.0317460317460317,0.05373414,-19.6
0,house,H001045,Harper,MS,3,Republican,93,0.989247311827957,0.93650002,24.5
115,house,H001045,Harper,MS,3,R,93,0.989247311827957,0.93650002,24.5
0,house,H001047,Himes,CT,4,Democrat,154,0.194805194805195,0.19466497,-23
115,house,H001047,Himes,CT,4,D,93,0.290322580645161,0.28953016,-23
116,house,H001047,Himes,CT,4,D,61,0.0491803278688525,0.05003442,-23
0,house,H001048,Hunter,CA,50,Republican,149,0.953020134228188,0.85744878,15
115,house,H001048,Hunter,CA,50,R,94,0.946808510638298,0.8984473,15
116,house,H001048,Hunter,CA,50,R,55,0.963636363636364,0.78737857,15
0,house,H001050,Hanabusa,HI,1,Democrat,84,0.214285714285714,0.21012633,-32.6
115,house,H001050,Hanabusa,HI,1,D,84,0.214285714285714,0.21012633,-32.6
0,house,H001052,Harris,MD,1,Republican,157,0.917197452229299,0.94328129,28.6
115,house,H001052,Harris,MD,1,R,95,0.873684210526316,0.94438789,28.6
116,house,H001052,Harris,MD,1,R,62,0.983870967741935,0.94158569,28.6
0,house,H001053,Hartzler,MO,4,Republican,153,0.967320261437909,0.95377455,36
115,house,H001053,Hartzler,MO,4,R,94,0.978723404255319,0.95129007,36
116,house,H001053,Hartzler,MO,4,R,59,0.949152542372881,0.95773287,36
0,house,H001056,Herrera Beutler,WA,3,Republican,154,0.811688311688312,0.70732847,7.4
115,house,H001056,Herrera Beutler,WA,3,R,95,0.91578947368421,0.8213349,7.4
116,house,H001056,Herrera Beutler,WA,3,R,59,0.644067796610169,0.52375879,7.4
0,house,H001058,Huizenga,MI,2,Republican,156,0.961538461538462,0.89054616,17.6
115,house,H001058,Huizenga,MI,2,R,95,0.978947368421053,0.91387495,17.6
116,house,H001058,Huizenga,MI,2,R,61,0.934426229508197,0.85421444,17.6
0,house,H001059,Hultgren,IL,14,Republican,94,0.968085106382979,0.76650981,3.9
115,house,H001059,Hultgren,IL,14,R,94,0.968085106382979,0.76650981,3.9
0,house,H001064,Heck,WA,10,Democrat,158,0.170886075949367,0.30362967,-11.4
115,house,H001064,Heck,WA,10,D,95,0.242105263157895,0.45288484,-11.4
116,house,H001064,Heck,WA,10,D,63,0.0634920634920635,0.07856235,-11.4
0,house,H001065,Holding,NC,2,Republican,159,0.918238993710692,0.75850474,9.6
115,house,H001065,Holding,NC,2,R,96,0.90625,0.84972588,9.6
116,house,H001065,Holding,NC,2,R,63,0.936507936507937,0.6195011,9.6
0,house,H001066,Horsford,NV,4,Democrat,63,0.0476190476190476,0.13596885,-4.9
116,house,H001066,Horsford,NV,4,D,63,0.0476190476190476,0.13596885,-4.9
0,house,H001067,Hudson,NC,8,Republican,145,0.917241379310345,0.85641893,15
115,house,H001067,Hudson,NC,8,R,90,0.922222222222222,0.89618146,15
116,house,H001067,Hudson,NC,8,R,55,0.909090909090909,0.79135296,15
0,house,H001068,Huffman,CA,2,Democrat,153,0.111111111111111,0.11885544,-45.7
115,house,H001068,Huffman,CA,2,D,92,0.16304347826087,0.17432495,-45.7
116,house,H001068,Huffman,CA,2,D,61,0.0327868852459016,0.03519652,-45.7
0,house,H001071,Hice,GA,10,Republican,155,0.92258064516129,0.93951417,25.5
115,house,H001071,Hice,GA,10,R,96,0.895833333333333,0.94031695,25.5
116,house,H001071,Hice,GA,10,R,59,0.966101694915254,0.93820795,25.5
0,house,H001072,Hill,AR,2,Republican,158,0.968354430379747,0.78321372,10.7
115,house,H001072,Hill,AR,2,R,95,0.968421052631579,0.86295106,10.7
116,house,H001072,Hill,AR,2,R,63,0.968253968253968,0.66297488,10.7
0,house,H001073,Hurd,TX,23,Republican,158,0.816455696202532,0.44168752,-3.4
115,house,H001073,Hurd,TX,23,R,96,0.947916666666667,0.62282121,-3.4
116,house,H001073,Hurd,TX,23,R,62,0.612903225806452,0.16122245,-3.4
0,house,H001074,Hollingsworth,IN,9,Republican,157,0.866242038216561,0.93954145,26.9
115,house,H001074,Hollingsworth,IN,9,R,94,0.882978723404255,0.94185832,26.9
116,house,H001074,Hollingsworth,IN,9,R,63,0.841269841269841,0.93608453,26.9
0,house,H001077,Higgins,LA,3,Republican,153,0.967320261437909,0.95475731,38.1
115,house,H001077,Higgins,LA,3,R,93,0.967741935483871,0.94911486,38.1
116,house,H001077,Higgins,LA,3,R,60,0.966666666666667,0.96350309,38.1
0,house,H001078,Handel,GA,6,Republican,62,0.983870967741935,0.72035223,1.5
115,house,H001078,Handel,GA,6,R,62,0.983870967741935,0.72035223,1.5
0,house,H001080,Haaland,NM,1,Democrat,63,0.0476190476190476,0.06027862,-16.5
116,house,H001080,Haaland,NM,1,D,63,0.0476190476190476,0.06027862,-16.5
0,house,H001081,Hayes,CT,5,Democrat,63,0.0476190476190476,0.14817435,-4.1
116,house,H001081,Hayes,CT,5,D,63,0.0476190476190476,0.14817435,-4.1
0,house,H001082,Hern,OK,1,Republican,65,0.969230769230769,0.9389308,28.7
115,house,H001082,Hern,OK,1,R,3,1,0.87699759,28.7
116,house,H001082,Hern,OK,1,R,62,0.967741935483871,0.94192757,28.7
0,house,H001083,Horn,OK,5,Democrat,63,0.111111111111111,0.75494745,13.4
116,house,H001083,Horn,OK,5,D,63,0.111111111111111,0.75494745,13.4
0,house,H001085,Houlahan,PA,6,Democrat,63,0.0476190476190476,0.09104466,-9.3
116,house,H001085,Houlahan,PA,6,D,63,0.0476190476190476,0.09104466,-9.3
0,house,H001087,Hill,CA,25,Democrat,51,0.0392156862745098,0.10196635,-6.7
116,house,H001087,Hill,CA,25,D,51,0.0392156862745098,0.10196635,-6.7
0,house,H001088,Hagedorn,MN,1,Republican,62,0.935483870967742,0.79496199,14.9
116,house,H001088,Hagedorn,MN,1,R,62,0.935483870967742,0.79496199,14.9
0,house,H001090,Harder,CA,10,Democrat,63,0.0317460317460317,0.16764067,-3
116,house,H001090,Harder,CA,10,D,63,0.0317460317460317,0.16764067,-3
0,house,I000056,Issa,CA,49,Republican,91,0.934065934065934,0.52656244,-7.5
115,house,I000056,Issa,CA,49,R,91,0.934065934065934,0.52656244,-7.5
0,house,J000032,Jackson Lee,TX,18,Democrat,157,0.114649681528662,0.11425985,-56.5
115,house,J000032,Jackson Lee,TX,18,D,95,0.168421052631579,0.16859893,-56.5
116,house,J000032,Jackson Lee,TX,18,D,62,0.032258064516129,0.03099836,-56.5
0,house,J000126,Johnson,TX,30,Democrat,151,0.119205298013245,0.11271921,-60.8
115,house,J000126,Johnson,TX,30,D,88,0.181818181818182,0.17244011,-60.8
116,house,J000126,Johnson,TX,30,D,63,0.0317460317460317,0.02929952,-60.8
0,house,J000174,Johnson,TX,3,Republican,87,0.931034482758621,0.89057208,14.2
115,house,J000174,Johnson,TX,3,R,87,0.931034482758621,0.89057208,14.2
0,house,J000255,Jones,NC,3,Republican,75,0.493333333333333,0.94015207,23.6
115,house,J000255,Jones,NC,3,R,75,0.493333333333333,0.94015207,23.6
0,house,J000288,Johnson,GA,4,Democrat,157,0.114649681528662,0.11806311,-53.1
115,house,J000288,Johnson,GA,4,D,94,0.159574468085106,0.17605101,-53.1
116,house,J000288,Johnson,GA,4,D,63,0.0476190476190476,0.03154149,-53.1
0,house,J000289,Jordan,OH,4,Republican,157,0.885350318471338,0.95091248,33.6
115,house,J000289,Jordan,OH,4,R,94,0.851063829787234,0.94798168,33.6
116,house,J000289,Jordan,OH,4,R,63,0.936507936507937,0.95528542,33.6
0,house,J000290,Jenkins,KS,2,Republican,92,0.967391304347826,0.91685546,18.4
115,house,J000290,Jenkins,KS,2,R,92,0.967391304347826,0.91685546,18.4
0,house,J000292,Johnson,OH,6,Republican,156,0.980769230769231,0.95641808,42.6
115,house,J000292,Johnson,OH,6,R,95,0.989473684210526,0.95030122,42.6
116,house,J000292,Johnson,OH,6,R,61,0.967213114754098,0.96594433,42.6
0,house,J000294,Jeffries,NY,8,Democrat,156,0.115384615384615,0.10169121,-71.1
115,house,J000294,Jeffries,NY,8,D,94,0.159574468085106,0.15078201,-71.1
116,house,J000294,Jeffries,NY,8,D,62,0.0483870967741935,0.02726322,-71.1
0,house,J000295,Joyce,OH,14,Republican,159,0.955974842767296,0.79972114,11.5
115,house,J000295,Joyce,OH,14,R,96,0.96875,0.87003621,11.5
116,house,J000295,Joyce,OH,14,R,63,0.936507936507937,0.69257438,11.5
0,house,J000297,Jenkins,WV,3,Republican,91,0.967032967032967,0.95435644,49.2
115,house,J000297,Jenkins,WV,3,R,91,0.967032967032967,0.95435644,49.2
0,house,J000298,Jayapal,WA,7,Democrat,158,0.0759493670886076,0.10131288,-69.9
115,house,J000298,Jayapal,WA,7,D,95,0.115789473684211,0.15053453,-69.9
116,house,J000298,Jayapal,WA,7,D,63,0.0158730158730159,0.02708976,-69.9
0,house,J000299,Johnson,LA,4,Republican,152,0.934210526315789,0.93619397,24
115,house,J000299,Johnson,LA,4,R,93,0.913978494623656,0.9364328,24
116,house,J000299,Johnson,LA,4,R,59,0.966101694915254,0.93581751,24
0,house,J000301,Johnson,SD,0,Republican,63,0.888888888888889,0.94624676,29.79332222
116,house,J000301,Johnson,SD,0,R,63,0.888888888888889,0.94624676,29.79332222
0,house,J000302,Joyce,PA,13,Republican,62,0.983870967741935,0.96899668,45.7
116,house,J000302,Joyce,PA,13,R,62,0.983870967741935,0.96899668,45.7
0,house,J000303,Jones,MI,13,Democrat,3,0.666666666666667,0.66132436000000006,-60.7
115,house,J000303,Jones,MI,13,D,3,0.666666666666667,0.66132436000000006,-60.7
0,house,K000009,Kaptur,OH,9,Democrat,156,0.153846153846154,0.19707354,-22.2
115,house,K000009,Kaptur,OH,9,D,93,0.236559139784946,0.29690569,-22.2
116,house,K000009,Kaptur,OH,9,D,63,0.0317460317460317,0.04970228,-22.2
0,house,K000188,Kind,WI,3,Democrat,150,0.213333333333333,0.63320653,4.5
115,house,K000188,Kind,WI,3,D,92,0.315217391304348,0.7795032,4.5
116,house,K000188,Kind,WI,3,D,58,0.0517241379310345,0.40114973,4.5
0,house,K000210,King,NY,2,Republican,156,0.833333333333333,0.74544741,9.1
115,house,K000210,King,NY,2,R,94,0.861702127659574,0.84273084,9.1
116,house,K000210,King,NY,2,R,62,0.790322580645161,0.59795318,9.1
0,house,K000362,King,IA,4,Republican,156,0.935897435897436,0.94022046,27.4
115,house,K000362,King,IA,4,R,93,0.913978494623656,0.94164382,27.4
116,house,K000362,King,IA,4,R,63,0.968253968253968,0.93811932,27.4
0,house,K000368,Kirkpatrick,AZ,2,Democrat,61,0.0327868852459016,0.13664695,-4.9
116,house,K000368,Kirkpatrick,AZ,2,D,61,0.0327868852459016,0.13664695,-4.9
0,house,K000375,Keating,MA,9,Democrat,153,0.189542483660131,0.30562194,-10.7
115,house,K000375,Keating,MA,9,D,91,0.285714285714286,0.45733773,-10.7
116,house,K000375,Keating,MA,9,D,62,0.0483870967741935,0.08294231,-10.7
0,house,K000376,Kelly,PA,16,Republican,157,0.961783439490446,0.91857417,20
115,house,K000376,Kelly,PA,3,R,95,0.968421052631579,0.94089986,26.1
116,house,K000376,Kelly,PA,16,R,62,0.951612903225806,0.88436545,20
0,house,K000378,Kinzinger,IL,16,Republican,156,0.935897435897436,0.88622569,17.2
115,house,K000378,Kinzinger,IL,16,R,96,0.989583333333333,0.91244889,17.2
116,house,K000378,Kinzinger,IL,16,R,60,0.85,0.84426858,17.2
0,house,K000379,Kennedy,MA,4,Democrat,150,0.106666666666667,0.18610325,-24.2
115,house,K000379,Kennedy,MA,4,D,87,0.172413793103448,0.28667291,-24.2
116,house,K000379,Kennedy,MA,4,D,63,0.0158730158730159,0.04722133,-24.2
0,house,K000380,Kildee,MI,5,Democrat,156,0.134615384615385,0.41964511,-4.2
115,house,K000380,Kildee,MI,5,D,93,0.204301075268817,0.6046362,-4.2
116,house,K000380,Kildee,MI,5,D,63,0.0317460317460317,0.14656302,-4.2
0,house,K000381,Kilmer,WA,6,Democrat,158,0.189873417721519,0.29196341,-12.3
115,house,K000381,Kilmer,WA,6,D,95,0.284210526315789,0.43629325,-12.3
116,house,K000381,Kilmer,WA,6,D,63,0.0476190476190476,0.07432317,-12.3
0,house,K000382,Kuster,NH,2,Democrat,156,0.25,0.4580737,-2.4
115,house,K000382,Kuster,NH,2,D,94,0.372340425531915,0.64100073,-2.4
116,house,K000382,Kuster,NH,2,D,62,0.0645161290322581,0.18073271,-2.4
0,house,K000385,Kelly,IL,2,Democrat,158,0.0949367088607595,0.11098573,-58.9
115,house,K000385,Kelly,IL,2,D,95,0.136842105263158,0.164812,-58.9
116,house,K000385,Kelly,IL,2,D,63,0.0317460317460317,0.02981915,-58.9
0,house,K000386,Katko,NY,24,Republican,155,0.767741935483871,0.4396881,-3.6
115,house,K000386,Katko,NY,24,R,95,0.905263157894737,0.61475743,-3.6
116,house,K000386,Katko,NY,24,R,60,0.55,0.16249499,-3.6
0,house,K000387,Knight,CA,25,Republican,95,0.989473684210526,0.54804279,-6.7
115,house,K000387,Knight,CA,25,R,95,0.989473684210526,0.54804279,-6.7
0,house,K000388,Kelly,MS,1,Republican,158,0.949367088607595,0.95062943,33
115,house,K000388,Kelly,MS,1,R,95,0.926315789473684,0.94833029,33
116,house,K000388,Kelly,MS,1,R,63,0.984126984126984,0.95409639,33
0,house,K000389,Khanna,CA,17,Democrat,157,0.114649681528662,0.11354485,-53.4
115,house,K000389,Khanna,CA,17,D,94,0.159574468085106,0.16856779,-53.4
116,house,K000389,Khanna,CA,17,D,63,0.0476190476190476,0.03144712,-53.4
0,house,K000390,Kihuen,NV,4,Democrat,94,0.223404255319149,0.5880386,-4.9
115,house,K000390,Kihuen,NV,4,D,94,0.223404255319149,0.5880386,-4.9
0,house,K000391,Krishnamoorthi,IL,8,Democrat,158,0.177215189873418,0.20351203,-21.7
115,house,K000391,Krishnamoorthi,IL,8,D,95,0.263157894736842,0.30505045,-21.7
116,house,K000391,Krishnamoorthi,IL,8,D,63,0.0476190476190476,0.05039856,-21.7
0,house,K000392,Kustoff,TN,8,Republican,157,0.949044585987261,0.95341013,35.6
115,house,K000392,Kustoff,TN,8,R,96,0.927083333333333,0.94985004,35.6
116,house,K000392,Kustoff,TN,8,R,61,0.983606557377049,0.95901288,35.6
0,house,K000394,Kim,NJ,3,Democrat,63,0.0476190476190476,0.47318403,6.2
116,house,K000394,Kim,NJ,3,D,63,0.0476190476190476,0.47318403,6.2
0,house,K000395,Keller,PA,12,Republican,33,0.939393939393939,0.95179369,36.4
116,house,K000395,Keller,PA,12,R,33,0.939393939393939,0.95179369,36.4
0,house,L000263,Levin,MI,9,Democrat,95,0.178947368421053,0.52481513,-7.8
115,house,L000263,Levin,MI,9,D,95,0.178947368421053,0.52481513,-7.8
0,house,L000287,Lewis,GA,5,Democrat,153,0.0849673202614379,0.10215221,-73.1
115,house,L000287,Lewis,GA,5,D,93,0.10752688172043,0.15016381,-73.1
116,house,L000287,Lewis,GA,5,D,60,0.05,0.02773424,-73.1
0,house,L000397,Lofgren,CA,19,Democrat,156,0.128205128205128,0.12090192,-51.4
115,house,L000397,Lofgren,CA,19,D,95,0.189473684210526,0.17727743,-51.4
116,house,L000397,Lofgren,CA,19,D,61,0.0327868852459016,0.033104,-51.4
0,house,L000480,Lowey,NY,17,Democrat,156,0.128205128205128,0.21118213,-20.2
115,house,L000480,Lowey,NY,17,D,94,0.191489361702128,0.31515293,-20.2
116,house,L000480,Lowey,NY,17,D,62,0.032258064516129,0.05354898,-20.2
0,house,L000491,Lucas,OK,3,Republican,156,0.974358974358974,0.95825696,52.7
115,house,L000491,Lucas,OK,3,R,96,0.989583333333333,0.94942651,52.7
116,house,L000491,Lucas,OK,3,R,60,0.95,0.97238568,52.7
0,house,L000551,Lee,CA,13,Democrat,157,0.0700636942675159,0.09243647,-80.6
115,house,L000551,Lee,CA,13,D,94,0.0957446808510638,0.13763061,-80.6
116,house,L000551,Lee,CA,13,D,63,0.0317460317460317,0.02500393,-80.6
0,house,L000554,LoBiondo,NJ,2,Republican,96,0.822916666666667,0.77924459,4.6
115,house,L000554,LoBiondo,NJ,2,R,96,0.822916666666667,0.77924459,4.6
0,house,L000557,Larson,CT,1,Democrat,153,0.176470588235294,0.19195201,-23.1
115,house,L000557,Larson,CT,1,D,91,0.263736263736264,0.28913535,-23.1
116,house,L000557,Larson,CT,1,D,62,0.0483870967741935,0.04931196,-23.1
0,house,L000559,Langevin,RI,2,Democrat,157,0.184713375796178,0.36621449,-7.1
115,house,L000559,Langevin,RI,2,D,94,0.265957446808511,0.53826597,-7.1
116,house,L000559,Langevin,RI,2,D,63,0.0634920634920635,0.10950276,-7.1
0,house,L000560,Larsen,WA,2,Democrat,158,0.145569620253165,0.2009241,-22.1
115,house,L000560,Larsen,WA,2,D,95,0.221052631578947,0.30111747,-22.1
116,house,L000560,Larsen,WA,2,D,63,0.0317460317460317,0.04983887,-22.1
0,house,L000562,Lynch,MA,8,Democrat,156,0.205128205128205,0.17707663,-26
115,house,L000562,Lynch,MA,8,D,93,0.311827956989247,0.26632245,-26
116,house,L000562,Lynch,MA,8,D,63,0.0476190476190476,0.04533279,-26
0,house,L000563,Lipinski,IL,3,Democrat,156,0.262820512820513,0.25543284,-15.3
115,house,L000563,Lipinski,IL,3,D,93,0.408602150537634,0.38542982,-15.3
116,house,L000563,Lipinski,IL,3,D,63,0.0476190476190476,0.06353254,-15.3
0,house,L000564,Lamborn,CO,5,Republican,159,0.937106918238994,0.93082418,24
115,house,L000564,Lamborn,CO,5,R,96,0.927083333333333,0.93722969,24
116,house,L000564,Lamborn,CO,5,R,63,0.952380952380952,0.92106342,24
0,house,L000565,Loebsack,IA,2,Democrat,158,0.234177215189873,0.61513891,4.1
115,house,L000565,Loebsack,IA,2,D,95,0.357894736842105,0.76860161,4.1
116,house,L000565,Loebsack,IA,2,D,63,0.0476190476190476,0.38372691,4.1
0,house,L000566,Latta,OH,5,Republican,159,0.955974842767296,0.93477829,25.1
115,house,L000566,Latta,OH,5,R,96,0.958333333333333,0.93955518,25.1
116,house,L000566,Latta,OH,5,R,63,0.952380952380952,0.92749922,25.1
